location,price,bedrooms,bathrooms,size_sqft,year_built,price_per_sqft,property_age,listing_category,listing_category_order
Suburb,192584.0967645562,3,1,1532.0,1960,125.70763496380953,65.0,Mid-Range,2.0
Rural,332022.6564066624,5,1,2743.0,2018,121.04362245959257,7.0,High-End,3.0
Urban,270577.47891760105,2,1,1985.0,2020,136.3110725025698,5.0,High-End,3.0
Urban,243209.74478600424,3,3,2160.0,1993,112.59710406759456,32.0,Mid-Range,2.0
Suburb,135952.18511462817,4,3,1833.0,1967,74.16922264846055,58.0,Budget,1.0
Rural,199089.3977113417,3,1,1362.0,1988,146.17430081596308,37.0,Mid-Range,2.0
Suburb,159706.0321840947,2,1,2998.0,2009,53.27085796667602,16.0,Budget,1.0
Suburb,302764.7835848414,3,2,2954.0,1998,102.4931562575631,27.0,High-End,3.0
Urban,308913.8600906058,5,1,2239.0,1991,137.96956681134694,34.0,High-End,3.0
Suburb,222449.47622960745,2,3,2391.0,1988,93.03616739004912,37.0,Mid-Range,2.0
Rural,21580.3696480161,2,3,1116.0,1964,19.337248788544894,61.0,Budget,1.0
Suburb,284027.0213654674,5,2,2202.0,2003,128.98593159194704,22.0,High-End,3.0
Urban,265222.5966042192,5,1,2269.0,2015,116.88964151794586,10.0,High-End,3.0
Urban,205883.0668193996,5,2,1127.0,1994,182.68240179183638,31.0,Mid-Range,2.0
Urban,284550.76060650364,4,3,2381.0,2016,119.508929276146,9.0,High-End,3.0
Rural,104313.2633713618,2,2,1077.0,1974,96.85539774499702,51.0,Budget,1.0
Suburb,197051.28348175567,2,2,1740.0,1979,113.24786406997453,46.0,Mid-Range,2.0
Suburb,342349.61877556494,2,3,2316.0,1959,147.81935180292095,66.0,High-End,3.0
Suburb,180826.20185038133,3,1,1773.0,1961,101.98883353095394,64.0,Budget,1.0
Suburb,160586.9335848321,2,2,1081.0,1969,148.5540551201037,56.0,Budget,1.0
Rural,163580.73531795567,2,2,1341.0,1974,121.98414266812503,51.0,Budget,1.0
Urban,210832.1970810081,5,3,2361.0,1965,89.29783866201106,60.0,Mid-Range,2.0
Suburb,210094.4498519057,5,3,1818.0,1989,115.56350376892503,36.0,Mid-Range,2.0
Suburb,293715.561790576,5,2,1577.0,1995,186.2495635957996,30.0,High-End,3.0
Suburb,190084.29705945955,2,3,1095.0,1985,173.59296535110462,40.0,Mid-Range,2.0
Rural,275536.42857623094,5,1,2168.0,1979,127.09244860527258,46.0,High-End,3.0
Suburb,184857.62622265384,4,2,1576.0,2014,117.29544811082096,11.0,Budget,1.0
Urban,108642.31824065416,5,1,1520.0,2005,71.47520936885142,20.0,Budget,1.0
Rural,336444.60072761687,4,3,2420.0,1999,139.02669451554416,26.0,High-End,3.0
Suburb,333746.8060349619,3,1,1995.0,1958,167.29163209772526,67.0,High-End,3.0
Urban,235451.94870414652,4,1,1356.0,1961,173.6371303127924,64.0,Mid-Range,2.0
Rural,187171.74816090663,4,2,1185.0,1974,157.950842329879,51.0,Budget,1.0
Urban,269274.63531502883,3,3,2693.0,2016,99.99058125325988,9.0,High-End,3.0
Suburb,144181.71226443807,4,3,1542.0,2011,93.50305594321536,14.0,Budget,1.0
Urban,94926.11385858148,2,1,1150.0,1968,82.54444683354912,57.0,Budget,1.0
Suburb,200846.1436900565,2,2,2342.0,2013,85.75838757047673,12.0,Mid-Range,2.0
Suburb,344493.0754122801,5,2,2777.0,1968,124.05224177611815,57.0,High-End,3.0
Rural,352029.3808023246,5,1,2691.0,2005,130.81730984850412,20.0,High-End,3.0
Suburb,205679.34280792536,5,2,2082.0,1952,98.78930970601603,73.0,Mid-Range,2.0
Rural,107218.55514112918,5,2,1009.0,2011,106.26219538268502,14.0,Budget,1.0
Suburb,208551.55662678945,2,3,1856.0,1969,112.36614042391673,56.0,Mid-Range,2.0
Suburb,171735.15819346064,5,3,2147.0,1978,79.98842952653034,47.0,Budget,1.0
Urban,167732.69768204095,4,3,1355.0,1984,123.78796876903391,41.0,Budget,1.0
Rural,285869.5985052532,3,3,2369.0,1992,120.67099979115795,33.0,High-End,3.0
Rural,238703.61932186555,4,2,1793.0,1952,133.1308529402485,73.0,Mid-Range,2.0
Urban,167828.0566632776,3,1,1236.0,1954,135.7832173651113,71.0,Budget,1.0
Urban,106400.25905931382,2,2,1332.0,2008,79.88007436885421,17.0,Budget,1.0
Suburb,84270.59135032655,3,1,1016.0,1990,82.94349542354975,35.0,Budget,1.0
Urban,148618.90841176864,5,1,2447.0,1951,60.73514851318702,74.0,Budget,1.0
Urban,128694.32369550497,2,1,1323.0,1979,97.27462108503777,46.0,Budget,1.0
Urban,119359.31041398965,5,2,1022.0,1979,116.78993191192724,46.0,Budget,1.0
Suburb,191915.92686760053,4,1,1930.0,1986,99.43830407647695,39.0,Mid-Range,2.0
Rural,249104.108140913,4,3,1458.0,2021,170.85329776468657,4.0,Mid-Range,2.0
Suburb,313682.0916557782,5,2,2483.0,2018,126.3318935383722,7.0,High-End,3.0
Suburb,150115.38741666908,3,1,1520.0,1981,98.76012330044018,44.0,Budget,1.0
Urban,200049.20578785797,4,1,1718.0,1996,116.44307671004537,29.0,Mid-Range,2.0
Suburb,219145.7400271149,3,1,1556.0,1966,140.83916454184762,59.0,Mid-Range,2.0
Urban,339419.53322941845,4,3,2444.0,1977,138.8786960840501,48.0,High-End,3.0
Suburb,302583.9369856928,5,3,2988.0,1959,101.26637783992398,66.0,High-End,3.0
Urban,152047.04699064436,5,3,1402.0,1975,108.45010484354091,50.0,Budget,1.0
Urban,237140.4128876109,4,3,2354.0,2009,100.73934277298679,16.0,Mid-Range,2.0
Rural,140388.32896908716,4,3,1456.0,2005,96.42055561063678,20.0,Budget,1.0
Rural,195816.12891639877,3,2,2506.0,1972,78.13891816296838,53.0,Mid-Range,2.0
Rural,260245.7527823581,3,2,2521.0,1963,103.23115937419996,62.0,High-End,3.0
Suburb,294982.11664282647,3,3,2050.0,2011,143.8937154355251,14.0,High-End,3.0
Suburb,234078.85855662051,5,1,1396.0,2016,167.67826544170524,9.0,Mid-Range,2.0
Rural,345766.1547473675,4,2,2976.0,1979,116.18486382640036,46.0,High-End,3.0
Rural,318174.97489506885,2,3,2211.0,1989,143.90546128225637,36.0,High-End,3.0
Urban,169299.08623264337,3,3,1139.0,2016,148.63835490135503,9.0,Budget,1.0
Rural,200531.357018528,2,3,1520.0,1968,131.92852435429475,57.0,Mid-Range,2.0
Urban,259882.62929644252,5,1,1745.0,1962,148.92987352231663,63.0,High-End,3.0
Urban,160767.8011413201,3,2,1091.0,2016,147.358204529166,9.0,Budget,1.0
Suburb,13680.064830691,3,2,1076.0,2021,12.71381489841171,4.0,Budget,1.0
Suburb,258138.32894296572,2,3,1851.0,2000,139.4588486996033,25.0,Mid-Range,2.0
Suburb,267385.46293732355,2,2,2267.0,1996,117.94682970327462,29.0,High-End,3.0
Suburb,168284.17526334556,4,1,1844.0,1956,91.26039873283382,69.0,Budget,1.0
Suburb,208691.37471576876,2,1,1666.0,2020,125.26493080178197,5.0,Mid-Range,2.0
Suburb,298399.87631734926,5,2,2753.0,2017,108.39080142293834,8.0,High-End,3.0
Suburb,267968.1271782454,3,1,1958.0,2017,136.8580833392469,8.0,High-End,3.0
Urban,290477.2645424494,2,3,1988.0,1990,146.11532421652385,35.0,High-End,3.0
Rural,218633.88789243213,5,3,1796.0,1997,121.73379058598671,28.0,Mid-Range,2.0
Suburb,333792.6278974197,2,3,2685.0,1967,124.31755228954178,58.0,High-End,3.0
Rural,310384.75945434714,2,1,2864.0,1992,108.37456684858489,33.0,High-End,3.0
Rural,127314.36266119794,2,3,1087.0,1985,117.12452866715542,40.0,Budget,1.0
Suburb,332936.84480183286,4,2,2641.0,2017,126.06468943651377,8.0,High-End,3.0
Urban,219001.76774369867,3,1,1914.0,1977,114.42098628197422,48.0,Mid-Range,2.0
Rural,268224.7443426701,3,2,2317.0,2000,115.76380852078985,25.0,High-End,3.0
Suburb,209765.4485255224,3,3,1094.0,1953,191.74172625733308,72.0,Mid-Range,2.0
Urban,368698.8153242005,4,1,2276.0,1958,161.9942070844466,67.0,High-End,3.0
Suburb,193802.90846516544,2,1,1550.0,2015,125.03413449365512,10.0,Mid-Range,2.0
Suburb,155300.77325222746,3,2,1398.0,2001,111.08782063821707,24.0,Budget,1.0
Rural,275462.62746638374,3,2,1766.0,1990,155.98110275559668,35.0,High-End,3.0
Suburb,268723.03730299725,2,2,2077.0,1964,129.38037424313782,61.0,High-End,3.0
Suburb,351533.1061006786,3,2,2951.0,2016,119.12338397176504,9.0,High-End,3.0
Urban,122744.07700199708,2,1,1242.0,2018,98.82775926086721,7.0,Budget,1.0
Rural,248032.64675735368,4,3,2133.0,1974,116.28347246008143,51.0,Mid-Range,2.0
Rural,271636.805290434,3,2,2789.0,1986,97.39577098975761,39.0,High-End,3.0
Suburb,229505.81016347377,3,1,1623.0,1953,141.4083858062069,72.0,Mid-Range,2.0
Suburb,312471.59769324824,2,2,2709.0,2018,115.3457355825944,7.0,High-End,3.0
Rural,142676.0549331208,5,3,1700.0,1964,83.92709113712988,61.0,Budget,1.0
Suburb,198196.13110543665,4,3,2244.0,2002,88.3226965710502,23.0,Mid-Range,2.0
Suburb,376515.41742619744,3,2,2784.0,1959,135.24260683412265,66.0,High-End,3.0
Suburb,184263.8820905028,2,2,1563.0,1997,117.89115936692437,28.0,Budget,1.0
Rural,254042.2669688309,4,1,1161.0,2000,218.81332210924282,25.0,Mid-Range,2.0
Rural,318287.1631145311,2,1,2992.0,2020,106.37939943667483,5.0,High-End,3.0
Urban,236455.1898774286,5,1,1034.0,1986,228.68006757971818,39.0,Mid-Range,2.0
Urban,182778.3584830253,3,2,1965.0,1989,93.01697632723935,36.0,Budget,1.0
Suburb,131323.87313285665,5,2,1036.0,2019,126.76049530198519,6.0,Budget,1.0
Urban,218779.482815853,3,2,1845.0,1983,118.57966548284715,42.0,Mid-Range,2.0
Suburb,169007.88900809948,5,3,1828.0,1951,92.45508151427761,74.0,Budget,1.0
Urban,208170.8633046992,3,3,1622.0,1962,128.34208588452478,63.0,Mid-Range,2.0
Suburb,291398.5506573358,2,2,2393.0,1971,121.77122885805925,54.0,High-End,3.0
Suburb,303411.21942690224,4,1,2200.0,1996,137.91419064859193,29.0,High-End,3.0
Rural,189819.33639120864,3,1,1520.0,1995,124.88114236263726,30.0,Mid-Range,2.0
Rural,258572.61510655933,3,2,2298.0,1994,112.5207202378413,31.0,Mid-Range,2.0
Urban,378176.3417595343,2,1,2656.0,1989,142.38567084319817,36.0,High-End,3.0
Suburb,120311.4842427076,5,2,1104.0,1959,108.9777936981047,66.0,Budget,1.0
Suburb,187918.2749808088,3,3,1155.0,1977,162.69980517818945,48.0,Budget,1.0
Rural,201967.38100196605,5,1,1335.0,1987,151.28642771682848,38.0,Mid-Range,2.0
Suburb,204074.29961311957,2,3,2049.0,1989,99.59702274920429,36.0,Mid-Range,2.0
Rural,313391.96875626675,3,3,2957.0,1987,105.9830804045542,38.0,High-End,3.0
Urban,141807.01763023276,4,2,1295.0,1960,109.50348851755426,65.0,Budget,1.0
Rural,219852.03752960512,3,3,2560.0,1953,85.879702160002,72.0,Mid-Range,2.0
Suburb,186745.8956491096,2,1,2378.0,2020,78.53065418381395,5.0,Budget,1.0
Rural,166262.00043684134,5,2,1885.0,1990,88.20265275163996,35.0,Budget,1.0
Rural,100726.7910018927,3,2,1068.0,1956,94.31347472087332,69.0,Budget,1.0
Rural,133603.91386805318,2,1,2350.0,1966,56.85272930555454,59.0,Budget,1.0
Rural,96445.64519316856,2,3,1150.0,1990,83.86577842884222,35.0,Budget,1.0
Suburb,239871.3474822047,2,2,1856.0,1983,129.24102773825683,42.0,Mid-Range,2.0
Rural,318766.7349892964,5,2,1576.0,1958,202.2631567190967,67.0,High-End,3.0
Suburb,149374.8358044519,5,2,1661.0,1969,89.93066574620825,56.0,Budget,1.0
Urban,208584.5365847353,4,1,2343.0,1959,89.0245568009967,66.0,Mid-Range,2.0
Rural,292406.2403437762,4,1,1756.0,1972,166.51836010465615,53.0,High-End,3.0
Suburb,156788.76351989323,3,2,1451.0,1952,108.05566059262111,73.0,Budget,1.0
Urban,195221.249413174,2,2,1569.0,1995,124.42399580189547,30.0,Mid-Range,2.0
Urban,379704.3351576718,4,1,2691.0,1987,141.10157382299212,38.0,High-End,3.0
Rural,264863.5292830489,5,3,2135.0,1993,124.05785914896903,32.0,High-End,3.0
Suburb,196561.5290418717,2,2,1634.0,2002,120.29469341607815,23.0,Mid-Range,2.0
Rural,277653.452177684,3,1,2485.0,1971,111.73177150007405,54.0,High-End,3.0
Suburb,349753.83016419044,2,3,2888.0,1967,121.10589687125707,58.0,High-End,3.0
Rural,324779.70728922525,4,3,2987.0,1953,108.7310704014815,72.0,High-End,3.0
Rural,238284.63211386776,4,1,1361.0,2003,175.08055261856558,22.0,Mid-Range,2.0
Suburb,141063.37486588242,2,2,1202.0,1954,117.35721702652448,71.0,Budget,1.0
Rural,224675.9420135936,5,1,1486.0,2010,151.19511575611952,15.0,Mid-Range,2.0
Rural,202917.501150715,2,1,2503.0,1975,81.06971680012585,50.0,Mid-Range,2.0
Rural,17480.12417038268,2,3,1003.0,2006,17.42784064843737,19.0,Budget,1.0
Suburb,219683.1158001674,2,2,2152.0,1990,102.08323224914842,35.0,Mid-Range,2.0
Urban,180912.3413964063,2,3,2049.0,1973,88.29299238477613,52.0,Budget,1.0
Rural,183373.13145861737,2,1,1800.0,1982,101.8739619214541,43.0,Budget,1.0
Urban,297797.7085078437,5,1,1976.0,2020,150.7073423622691,5.0,High-End,3.0
Rural,102631.02674257883,3,2,1026.0,1993,100.03024048984292,32.0,Budget,1.0
Rural,271550.6482670639,3,1,2065.0,2015,131.50152458453456,10.0,High-End,3.0
Rural,305713.28075883887,4,1,1964.0,1973,155.6584932580646,52.0,High-End,3.0
Urban,307564.762101204,5,3,2606.0,1996,118.02178131281812,29.0,High-End,3.0
Rural,104714.41689307425,2,2,1063.0,1976,98.5083884224593,49.0,Budget,1.0
Rural,242956.623441244,5,1,2048.0,1963,118.63116378966993,62.0,Mid-Range,2.0
Suburb,140296.46890739788,3,2,1071.0,1979,130.9957692879532,46.0,Budget,1.0
Urban,170537.20546536567,2,2,2505.0,1981,68.07872473667292,44.0,Budget,1.0
Suburb,325851.2777013653,5,3,2896.0,1983,112.51770638859298,42.0,High-End,3.0
Urban,145012.383279289,4,3,1899.0,1996,76.36249777740338,29.0,Budget,1.0
Urban,156826.60843827287,3,1,1267.0,1995,123.77790721252792,30.0,Budget,1.0
Urban,372118.50352149614,2,1,2849.0,1984,130.6137253497705,41.0,High-End,3.0
Suburb,186581.0508793787,2,2,1094.0,1986,170.54940665391103,39.0,Budget,1.0
Urban,197763.6308563514,2,3,1394.0,1978,141.8677409299508,47.0,Mid-Range,2.0
Rural,153060.65371662064,2,1,1868.0,2006,81.9382514542937,19.0,Budget,1.0
Urban,69301.19638137284,2,2,1363.0,2007,50.844604828593425,18.0,Budget,1.0
Urban,254840.4024498907,2,2,2338.0,1960,108.99931670226292,65.0,Mid-Range,2.0
Urban,104092.63075088122,5,3,1116.0,1998,93.27296662265341,27.0,Budget,1.0
Rural,83184.8426579757,4,1,1163.0,1991,71.52608998966097,34.0,Budget,1.0
Rural,204584.97505890383,5,1,1876.0,2003,109.0538246582643,22.0,Mid-Range,2.0
Urban,270462.51134287706,5,1,1789.0,1998,151.18083361815374,27.0,High-End,3.0
Urban,220767.6273903593,2,3,1576.0,1985,140.0809818466747,40.0,Mid-Range,2.0
Rural,185565.99261714984,2,2,1305.0,2007,142.19616292501902,18.0,Budget,1.0
Rural,171223.27242595487,5,1,1771.0,1950,96.68168968151038,75.0,Budget,1.0
Urban,216548.9434473339,3,3,2763.0,1958,78.37457236602748,67.0,Mid-Range,2.0
Rural,93343.74687720597,2,1,1199.0,1950,77.85133184087236,75.0,Budget,1.0
Suburb,286124.926997678,2,1,2755.0,1985,103.85659782129873,40.0,High-End,3.0
Rural,188831.32909133,3,3,1179.0,1958,160.1622808238592,67.0,Mid-Range,2.0
Rural,177315.64048145805,5,1,1357.0,2002,130.66738428994697,23.0,Budget,1.0
Suburb,157083.93628463903,3,1,1739.0,2006,90.33003811652618,19.0,Budget,1.0
Rural,212620.26689048152,2,2,2275.0,2010,93.45945797383803,15.0,Mid-Range,2.0
Suburb,301643.26010474545,4,3,2322.0,1963,129.90665809851225,62.0,High-End,3.0
Suburb,350851.7988913939,3,1,2896.0,2000,121.15048304260839,25.0,High-End,3.0
Rural,210134.21417729027,3,2,1429.0,2003,147.0498349736111,22.0,Mid-Range,2.0
Urban,262576.80647364544,2,1,2027.0,1978,129.53961838857694,47.0,High-End,3.0
Suburb,105875.87810278343,3,1,1652.0,2010,64.0895145900626,15.0,Budget,1.0
Suburb,162009.13363919506,2,2,1677.0,2018,96.60651976099885,7.0,Budget,1.0
Urban,159056.84360473318,4,1,1253.0,1954,126.94081692317093,71.0,Budget,1.0
Rural,226628.1112300804,4,2,1940.0,1962,116.81861403612392,63.0,Mid-Range,2.0
Urban,254329.6544851945,5,2,2688.0,2010,94.61668693645629,15.0,Mid-Range,2.0
Urban,292558.01161316544,2,2,2602.0,1997,112.43582306424499,28.0,High-End,3.0
Suburb,323799.4673865408,4,1,2590.0,2007,125.01909937704278,18.0,High-End,3.0
Urban,270617.9151997159,2,3,2119.0,1983,127.71020066055492,42.0,High-End,3.0
Urban,116757.60302533396,3,3,1166.0,1972,100.13516554488332,53.0,Budget,1.0
Urban,256101.0466054094,3,1,2856.0,1951,89.67123480581562,74.0,Mid-Range,2.0
Rural,249698.05126560671,2,2,2354.0,1985,106.07393851555085,40.0,Mid-Range,2.0
Urban,304783.6279823939,2,3,2921.0,1952,104.34222115111055,73.0,High-End,3.0
Rural,244119.41759836744,3,2,1964.0,1990,124.29705580364941,35.0,Mid-Range,2.0
Rural,343461.34775257495,2,3,2911.0,1990,117.98740905275676,35.0,High-End,3.0
Urban,243507.7273139224,3,1,1853.0,1988,131.41269687745407,37.0,Mid-Range,2.0
Rural,170964.64603026814,5,3,2085.0,1989,81.99743214880966,36.0,Budget,1.0
Rural,206239.00903823297,5,1,1173.0,1981,175.82183208715512,44.0,Mid-Range,2.0
Urban,274071.0994259669,5,2,2276.0,1989,120.41788199734926,36.0,High-End,3.0
Rural,273790.0401488852,2,2,2484.0,1967,110.22143323224043,58.0,High-End,3.0
Urban,177277.26263641997,3,1,1623.0,1973,109.22813471128772,52.0,Budget,1.0
Suburb,266834.884525323,4,3,2238.0,1967,119.22917092284317,58.0,High-End,3.0
Suburb,322520.9800414908,4,2,2262.0,1953,142.58221929332043,72.0,High-End,3.0
Urban,176990.49036070422,3,1,1414.0,1955,125.17007804858856,70.0,Budget,1.0
Rural,190957.8040275688,3,1,1738.0,1999,109.87215421609253,26.0,Mid-Range,2.0
Suburb,312595.79804283334,3,3,2765.0,1975,113.05453817100663,50.0,High-End,3.0
Urban,315634.6117985007,3,3,2768.0,2003,114.02984530292656,22.0,High-End,3.0
Urban,177993.8149917199,3,1,1674.0,2006,106.32844384212659,19.0,Budget,1.0
Suburb,185461.34319219776,4,3,1125.0,1950,164.85452728195355,75.0,Budget,1.0
Suburb,142502.74861115083,5,1,1940.0,1963,73.45502505729425,62.0,Budget,1.0
Suburb,164249.92516034743,3,2,1252.0,1971,131.19003607056504,54.0,Budget,1.0
Rural,321138.00529137446,2,1,2868.0,2018,111.9728051922505,7.0,High-End,3.0
Urban,388942.708849529,5,3,2973.0,1964,130.82499456761823,61.0,High-End,3.0
Rural,266967.34196072136,4,3,2734.0,1984,97.64716238504805,41.0,High-End,3.0
Urban,70413.84183786095,3,3,1196.0,1980,58.87444969720815,45.0,Budget,1.0
Suburb,340754.29063462367,2,3,2657.0,1987,128.24775710749856,38.0,High-End,3.0
Rural,177193.75618025046,4,1,1412.0,2000,125.49132873955415,25.0,Budget,1.0
Rural,238021.0068389121,5,1,2479.0,1984,96.01492813187257,41.0,Mid-Range,2.0
Urban,160564.08815008996,5,1,1775.0,2007,90.45864121131828,18.0,Budget,1.0
Suburb,238779.3547951008,2,1,2077.0,2003,114.96357958358247,22.0,Mid-Range,2.0
Suburb,345633.6135393165,3,3,2670.0,1955,129.450791587759,70.0,High-End,3.0
Suburb,297730.0059752787,2,2,2362.0,1995,126.04996019275134,30.0,High-End,3.0
Rural,237524.55898382457,2,2,2382.0,2012,99.7164395398088,13.0,Mid-Range,2.0
Rural,124899.53603447849,4,3,2174.0,2021,57.45148851631945,4.0,Budget,1.0
Suburb,165094.02983549912,2,2,2123.0,1986,77.76449827390444,39.0,Budget,1.0
Rural,93800.94483243112,2,1,1233.0,2011,76.07538104820043,14.0,Budget,1.0
Suburb,331319.9622656519,5,2,2567.0,1980,129.0689373843599,45.0,High-End,3.0
Urban,191013.81589737616,4,1,2085.0,2020,91.61334095797417,5.0,Mid-Range,2.0
Urban,324457.3563154404,3,1,2964.0,2003,109.46604464083684,22.0,High-End,3.0
Rural,178930.88606761236,5,1,1195.0,2013,149.73295905239527,12.0,Budget,1.0
Urban,160734.48388228894,2,3,1541.0,1983,104.30531076073261,42.0,Budget,1.0
Urban,371615.52151215647,3,1,2778.0,1966,133.77088607349046,59.0,High-End,3.0
Urban,304960.93071903795,4,3,2129.0,2011,143.24139535887176,14.0,High-End,3.0
Urban,89614.68513430968,5,3,1294.0,2013,69.25400705897194,12.0,Budget,1.0
Rural,134601.16376947146,3,2,1644.0,2019,81.8741872077077,6.0,Budget,1.0
Urban,257397.76788370844,2,2,2474.0,1962,104.04113495703656,63.0,Mid-Range,2.0
Urban,175834.74736578524,2,2,2557.0,1971,68.76603338513306,54.0,Budget,1.0
Suburb,183300.79822819,3,3,1155.0,2021,158.7019898079567,4.0,Budget,1.0
Urban,203506.21111613177,5,3,1405.0,2009,144.844278374471,16.0,Mid-Range,2.0
Suburb,221942.9771453401,3,1,1895.0,1960,117.12030456218474,65.0,Mid-Range,2.0
Urban,171201.3221156249,2,3,1725.0,2002,99.24714325543472,23.0,Budget,1.0
Urban,138133.39106350718,4,1,1737.0,2000,79.52411690472492,25.0,Budget,1.0
Suburb,247573.5846120712,5,2,1796.0,2000,137.84720746774565,25.0,Mid-Range,2.0
Urban,225807.7137418964,2,3,2706.0,1959,83.44704868510584,66.0,Mid-Range,2.0
Suburb,136636.2657999078,2,1,1553.0,2016,87.98214153245833,9.0,Budget,1.0
Rural,189188.7912862716,3,1,2595.0,2010,72.9051218829563,15.0,Mid-Range,2.0
Rural,28916.212813082937,2,3,1374.0,1981,21.045278612141875,44.0,Budget,1.0
Rural,301528.7110394224,5,2,2612.0,2005,115.43978217435772,20.0,High-End,3.0
Rural,111632.1143149426,3,1,1454.0,2002,76.77586954260151,23.0,Budget,1.0
Urban,138059.74323883472,4,3,1201.0,1980,114.95399103982908,45.0,Budget,1.0
Rural,301395.74885457195,2,3,2755.0,1995,109.39954586372848,30.0,High-End,3.0
Suburb,266384.16116790834,5,1,2475.0,1974,107.6299641082458,51.0,High-End,3.0
Urban,307828.0116995211,5,1,2210.0,1982,139.28869307670638,43.0,High-End,3.0
Suburb,321965.9304007443,4,1,2631.0,2001,122.37397582696477,24.0,High-End,3.0
Rural,234686.6551462224,5,3,1853.0,1985,126.65226937194949,40.0,Mid-Range,2.0
Suburb,149077.46222435046,5,3,1723.0,1991,86.52203263166017,34.0,Budget,1.0
Rural,323272.4293077918,4,3,2391.0,2009,135.2038600199882,16.0,High-End,3.0
Urban,145722.27075271477,2,2,1339.0,1983,108.82917905355846,42.0,Budget,1.0
Suburb,153268.24225849967,5,2,1261.0,1968,121.54499782593153,57.0,Budget,1.0
Rural,378854.27023736207,3,3,2864.0,2021,132.28151893762643,4.0,High-End,3.0
Rural,231200.6202609823,5,1,2947.0,1961,78.4528741978223,64.0,Mid-Range,2.0
Urban,204180.4473952132,3,3,2612.0,2016,78.1701559706023,9.0,Mid-Range,2.0
Rural,210525.627478686,5,3,1542.0,1987,136.5276442793035,38.0,Mid-Range,2.0
Rural,302374.96494353923,2,2,1550.0,1963,195.08062254421887,62.0,High-End,3.0
Suburb,342289.9976513316,5,3,2329.0,2003,146.9686550671239,22.0,High-End,3.0
Rural,309359.8957541823,3,1,2869.0,2007,107.82847534129742,18.0,High-End,3.0
Suburb,347733.0324061885,5,2,2749.0,2011,126.4943733743865,14.0,High-End,3.0
Rural,194556.14582341732,3,3,1637.0,1994,118.84920331302219,31.0,Mid-Range,2.0
Suburb,166046.7018738428,4,2,1164.0,1958,142.65180573354192,67.0,Budget,1.0
Rural,206995.811366574,5,1,1757.0,2017,117.81207249093568,8.0,Mid-Range,2.0
Rural,179041.15390011127,5,1,1620.0,2014,110.51923080253782,11.0,Budget,1.0
Suburb,275686.7094648739,3,3,2111.0,2008,130.5953147630857,17.0,High-End,3.0
Rural,240701.5974208077,3,3,2223.0,1953,108.27782160180283,72.0,Mid-Range,2.0
Suburb,281239.721214843,2,2,2294.0,1976,122.59796042495334,49.0,High-End,3.0
Suburb,113662.72264247594,4,1,1050.0,2006,108.25021204045328,19.0,Budget,1.0
